1933.87525 9.016 0.043
1936.865 9.05 0.031
1936.88243 9.018 0.042
1937.8789 9.047 0.035
1939.86571 9.04 0.031
1940.86015 9.034 0.04
1940.86015 9.163 0.04
1940.87231 9.064 0.033
1946.88196 9.049 0.032
1947.84863 9.026 0.046
1947.84863 9.015 0.046
1947.85481 9.049 0.039
1949.85893 9.143 0.037
1949.85893 9.018 0.037
1953.82451 9.011 0.037
1954.83525 9.018 0.039
1954.8458 9.054 0.043
1955.85335 9.033 0.032
1961.85266 9.019 0.037
1963.83983 9.206 0.035
1965.83068 9.016 0.035
1967.83283 9.016 0.036
1977.76244 9.014 0.047
1979.75562 9.034 0.043
1981.80052 9.019 0.041
1981.80661 9.012 0.044
1981.81108 9.047 0.043
1982.77693 9.034 0.04
1982.7859 9.066 0.042
1985.9079 9.052 0.045
1994.72484 9.028 0.047
1995.8072 9.05 0.048
1996.80374 9.051 0.046
2016.75289 9.029 0.049
2025.70838 9.098 0.044
2025.70838 9.033 0.044
2025.71677 9.031 0.052
2025.7261 9.02 0.045
2026.72976 9.044 0.035
2026.75416 9.052 0.053
2026.75416 9.035 0.053
2027.72481 9.17 0.046
2027.72481 9.049 0.046
2027.74897 9.027 0.052
2027.75139 9.03 0.047
2027.75139 9.291 0.047
2030.71934 9.173 0.041
2030.71934 9.053 0.041
2030.73694 9.034 0.041
2032.71664 9.039 0.036
2032.71664 9.382 0.036
2032.71664 9.088 0.036
2032.73189 9.23 0.05
2032.73189 9.043 0.05
2032.7366 9.016 0.04
2033.70413 9.028 0.035
2033.72383 9.035 0.047
2033.72629 9.047 0.037
2040.76327 9.057 0.04
2053.70974 9.317 0.052
2053.70974 9.321 0.052
2057.68244 9.044 0.052
2061.68047 9.019 0.055
2061.68047 9.067 0.055
2061.68047 9.036 0.055
2067.6896 9.034 0.044
2067.71274 9.033 0.055
2068.71349 9.044 0.041
2081.60836 9.101 0.042
2081.60836 9.059 0.042
2081.62407 9.033 0.05
2081.62407 9.008 0.05
2082.62854 9.024 0.04
2082.64195 9.035 0.047
2083.61019 9.077 0.042
2085.61255 9.021 0.044
2086.62069 9.027 0.048
2102.56514 9.03 0.045
2103.58481 9.025 0.05
2104.58701 9.015 0.054
2105.58389 9.025 0.051
2106.58584 9.02 0.05
2109.57859 9.024 0.045
2115.54322 9.027 0.042
2116.55573 9.018 0.042
2117.55007 9.027 0.047
2124.52299 9.028 0.052
2124.52299 9.093 0.052
2125.544 9.033 0.05
2128.5252 9.031 0.049
2129.53535 9.019 0.045
2133.50682 9.019 0.048
2135.51012 9.054 0.05
2135.51012 9.044 0.05
2135.51012 9.039 0.05
2136.49194 9.042 0.036
2136.49194 9.166 0.036
2140.49956 9.04 0.037
2142.50025 9.036 0.046
2144.49164 9.039 0.047
2156.51911 9.037 0.038
2156.52517 9.025 0.041
2169.50059 9.036 0.039
2169.50059 9.037 0.039
2172.53773 9.03 0.037
2179.50617 9.044 0.045
2185.49203 9.036 0.039
2189.49811 9.204 0.036
2189.49811 9.048 0.036
2440.64387 9.026 0.035
2442.61565 9.028 0.031
2442.63354 9.023 0.033
2443.61314 9.032 0.023
2445.61338 9.027 0.031
2446.62269 9.041 0.027
2452.59829 9.022 0.043
2454.60851 9.03 0.037
2454.61777 9.022 0.032
2456.58366 9.135 0.03
2459.60765 9.03 0.052
2460.61543 9.029 0.023
2460.62484 9.004 0.029
2463.59229 9.012 0.029
2463.59942 9.043 0.042
2463.59942 9.046 0.029
2464.57312 9.03 0.028
2464.59134 9.035 0.033
2465.59273 9.029 0.032
2466.58887 9.017 0.035
2467.57332 9.051 0.023
2467.58929 9.041 0.03
2468.57011 9.05 0.022
2468.58391 9.043 0.028
2469.56666 9.062 0.027
2469.58261 9.018 0.032
2481.52368 9.029 0.039
2481.54207 8.998 0.043
2482.54518 9.252 0.04
2482.57131 9.156 0.043
2486.54797 9.002 0.04
2489.53918 9.016 0.035
2490.54583 9.046 0.036
2490.54822 9.093 0.03
2491.51179 9.022 0.034
2491.53857 9.061 0.043
2493.53686 9.033 0.037
2494.50718 9.02 0.036
2494.54237 8.996 0.043
2499.52516 9.016 0.035
2500.48712 9.052 0.046
2500.49413 9.015 0.034
2501.51442 9.231 0.04
2508.52611 9.008 0.034
2511.56193 9.023 0.047
2511.61855 9.032 0.044
2519.63355 9.024 0.032
2520.62132 9.03 0.036
2521.63092 9.011 0.036
2526.63079 8.998 0.035
2526.63079 8.998 0.035
2535.57789 9.038 0.036
2543.50243 9.04 0.037
2546.55048 9.306 0.044
2546.55048 9.424 0.044
2548.53709 9.025 0.037
2552.56039 9.013 0.044
2559.49357 9.046 0.044
2560.51502 9.016 0.045
2560.51502 9.145 0.045
2561.52912 9.005 0.042
2563.52501 9.033 0.034
2565.51475 9.031 0.037
2654.87298 9.019 0.038
2664.869 9.019 0.039
2664.87338 9.027 0.035
2673.86858 9.041 0.036
2673.87559 9.027 0.033
2677.8618 9.009 0.044
2678.85801 9.04 0.032
2681.85512 9.029 0.034
2681.862 9.55 0.036
2681.862 9.037 0.036
2684.85426 9.013 0.036
2684.86121 9.028 0.035
2688.83421 9.046 0.031
2690.84033 9.046 0.041
2690.8759 9.051 0.042
2696.84306 9.024 0.042
2696.87345 9.056 0.051
2696.87345 9.051 0.04
2697.84186 9.009 0.033
2697.8489 9.029 0.032
2699.82378 9.025 0.028
2700.86497 9.025 0.037
2700.86944 9.017 0.036
2700.86944 9.361 0.036
2702.85075 9.038 0.028
2703.82349 9.03 0.036
2703.83282 9.045 0.032
2706.81683 9.029 0.035
2706.82624 9.026 0.033
2707.84515 9.029 0.046
2710.83759 9.009 0.036
2710.86397 9.276 0.036
2710.86397 9.026 0.036
2714.83437 8.997 0.04
2714.84412 9.041 0.033
2715.83373 9.048 0.035
2719.82895 9.017 0.038
2723.88749 9.228 0.03
2723.88749 9.029 0.03
2723.91586 9.038 0.033
2724.7697 9.03 0.035
2726.81683 9.079 0.034
2727.81441 9.028 0.032
2728.81637 9.459 0.043
2730.80868 9.001 0.046
2734.74641 9.048 0.027
2735.80722 9.024 0.034
2736.76022 9.205 0.03
2736.76022 9.034 0.03
2737.78935 9.005 0.038
2738.7952 9.03 0.03
2739.78996 9.036 0.038
2740.77924 9.038 0.026
2741.77877 9.019 0.037
2743.77708 9.048 0.04
2744.78437 9.039 0.036
2747.7985 9.111 0.05
2750.84115 9.044 0.039
2752.76331 9.032 0.036
2755.75062 9.032 0.035
2757.73437 9.033 0.025
2757.76118 9.042 0.036
2759.80587 9.05 0.044
2761.75681 9.034 0.035
2763.74207 9.011 0.039
2767.78756 9.025 0.033
2770.7355 9.2 0.037
2775.76728 9.042 0.037
2775.77163 9.009 0.039
2782.71992 9.032 0.05
2783.65485 9.052 0.038
2784.89408 9.005 0.047
2786.66395 9.009 0.033
2787.80942 9.049 0.041
2791.63425 9.03 0.038
2791.646 9.01 0.031
2810.82738 9.3 0.042
2810.82738 9.025 0.042
2812.63081 8.994 0.035
2813.80084 9.053 0.04
2821.58668 8.998 0.039
2834.73148 9.022 0.039
2836.57663 9.011 0.033
2841.63792 9.013 0.032
2843.60823 9.069 0.035
2854.5387 9.016 0.031
2860.54077 9.001 0.032
2861.70203 9.02 0.036
2866.63202 9.139 0.038
2867.71424 9.048 0.037
2875.65009 9.048 0.044
2879.64881 9.019 0.039
2883.50439 9.001 0.03
2888.51544 9.026 0.035
2893.53228 9.065 0.036
2895.54023 9.215 0.037
2901.54197 9.057 0.048
2904.61465 9.104 0.052
2906.61272 9.029 0.038
2915.52619 9.002 0.035
2917.55405 9.034 0.037
2921.55474 9.027 0.043
2923.55311 9.027 0.043
2926.55629 9.013 0.041
2928.55476 9.048 0.039
2931.50736 9.022 0.037
2933.51459 9.058 0.04
2935.51589 9.033 0.038
2937.51462 9.021 0.04
3033.87569 9.032 0.031
3036.87032 9.023 0.035
3037.87888 9.034 0.041
3043.84341 9.035 0.039
3053.86413 9.015 0.04
3057.8077 9.351 0.031
3057.87768 9.016 0.034
3057.88554 9.053 0.03
3062.83347 9.017 0.044
3066.87594 9.018 0.036
3068.82769 9.062 0.03
3069.85587 9.027 0.04
3076.84042 9.033 0.038
3082.86431 9.021 0.041
3086.86869 9.025 0.04
3089.8509 9.04 0.034
3092.8368 9.034 0.034
3097.77379 9.004 0.036
3099.85218 9.026 0.038
3102.79225 8.998 0.041
3106.86422 9.04 0.039
3109.80031 9.116 0.033
3112.78498 9.016 0.037
3114.85236 9.009 0.032
3122.76932 9.055 0.038
3124.82226 9.007 0.033
3126.80521 9.238 0.038
3128.7978 9.3 0.039
3130.79936 9.02 0.039
3133.79276 9.026 0.035
3141.79945 9.017 0.037
3144.83756 9.034 0.037
3153.77879 9.026 0.031
3156.6835 9.016 0.036
3160.76736 9. 0.047
3163.77235 9.033 0.041
3165.79498 9.034 0.057
3168.79864 9.002 0.033
3171.73985 9.031 0.038
3175.74072 9. 0.039
3178.62137 9.019 0.038
3180.7141 9.012 0.039
3183.70584 9.025 0.035
3189.59406 9.021 0.041
3191.71989 9.048 0.043
3292.53107 9.023 0.042
3298.49508 9.049 0.031
3398.87244 9.153 0.042
3398.87244 9.031 0.042
3403.87447 9.037 0.039
3407.8613 9.036 0.038
3408.87546 9.04 0.045
3408.87546 9.05 0.045
3411.86173 9.219 0.039
3411.86173 9.028 0.039
3419.83795 9.188 0.041
3419.83795 9.303 0.041
3421.8563 9.033 0.047
3422.86513 9.023 0.049
3424.88804 9.028 0.04
3425.86606 9.017 0.041
3430.86848 9.032 0.031
3436.86728 9.036 0.032
3436.88702 9.05 0.036
3442.88143 9.089 0.04
3442.89845 9.054 0.036
3445.87573 9.035 0.031
3449.82242 8.998 0.039
3452.81045 9.115 0.047
3452.81045 9.182 0.039
3452.81045 9.1 0.039
3452.81045 9.036 0.039
3452.81045 9.05 0.047
3452.81045 9.197 0.047
3453.77361 9.028 0.044
3454.86067 9.064 0.043
3454.86067 9.183 0.043
3457.77719 9.054 0.042
3457.8344 9.043 0.045
3462.76523 9.035 0.037
3463.79368 9.052 0.035
3464.87712 9.333 0.029
3466.81848 9.361 0.039
3466.81848 9.468 0.039
3467.81048 9.118 0.029
3469.808 9.406 0.043
3470.78598 9.038 0.035
3472.79528 9.05 0.036
3473.779 9.056 0.028
3477.8468 9.03 0.038
3480.83328 9.019 0.04
3482.81256 9.058 0.046
3484.85905 9.019 0.039
3489.74953 9.043 0.033
3491.85334 9.048 0.043
3497.78813 9.039 0.033
3501.72951 9.034 0.038
3503.74683 9.047 0.032
3503.78343 9.068 0.038
3503.78343 9.058 0.038
3506.75287 9.04 0.028
3509.74309 9.33 0.029
3509.78878 9.318 0.032
3511.8102 9.028 0.034
3512.67163 9.23 0.031
3516.72196 9.041 0.044
3520.69918 9.255 0.048
3520.69918 9.137 0.048
3520.69918 9.139 0.048
3521.84692 9.025 0.044
3522.72691 9.06 0.039
3524.64357 9.034 0.045
3528.69555 9.026 0.039
3528.8195 9.025 0.042
3528.8195 9.05 0.042
3539.65344 9.42 0.051
3539.65344 9.052 0.051
3543.64877 9.066 0.04
3544.67194 9.038 0.044
3546.72421 9.012 0.05
3547.7426 9.054 0.033
3547.7426 9.064 0.033
3550.6809 9.036 0.041
3551.72998 9.607 0.037
3552.7223 9.025 0.04
3554.70912 9.182 0.032
3555.6694 9.036 0.051
3555.71657 9.065 0.033
3555.71657 9.035 0.033
3555.72437 9.036 0.038
3555.75123 9.011 0.039
3555.78119 9.031 0.041
3555.81235 9.015 0.04
3555.8418 9.026 0.039
3556.47678 9.038 0.039
3556.47678 9.041 0.039
3556.50679 9.057 0.038
3556.53756 9.027 0.041
3556.56568 9.019 0.04
3556.59474 9.049 0.04
3556.59474 9.067 0.04
3556.59474 9.096 0.04
3556.6254 9.047 0.041
3556.6254 9.07 0.041
3556.67293 9.134 0.035
3556.67293 9.028 0.035
3556.70361 9.143 0.031
3556.70361 9.032 0.031
3556.73476 9.021 0.032
3556.76464 9.029 0.04
3556.76994 9.028 0.038
3556.76994 9.105 0.038
3556.7927 9.014 0.036
3556.82145 9.017 0.039
3556.85162 9.012 0.04
3558.46149 9.048 0.042
3558.46149 9.038 0.042
3558.52149 9.019 0.043
3558.55057 9.071 0.041
3558.58117 9.026 0.041
3558.61101 8.995 0.043
3558.64175 9.008 0.041
3558.72339 9.03 0.041
3558.7903 9.015 0.042
3558.7903 9.024 0.042
3558.8239 9.819 0.044
3560.72685 9.048 0.037
3560.72685 9.146 0.037
3560.72685 9.286 0.037
3562.75932 9.046 0.044
3564.60747 9.035 0.031
3564.72871 9.037 0.029
3571.56894 9.05 0.03
3571.59703 9.06 0.034
3573.77427 9.032 0.038
3574.58951 9.014 0.032
3576.55126 9.101 0.032
3576.61791 9.168 0.037
3578.58311 9.037 0.035
3583.52861 9.15 0.041
3583.52861 9.036 0.041
3583.52861 9.273 0.041
3583.55707 9.023 0.043
3583.55707 9.126 0.043
3587.586 9.071 0.034
3587.6213 9.07 0.033
3589.63207 9.046 0.038
3591.67151 9.045 0.036
3594.51331 9.041 0.039
3599.5875 9.131 0.029
3599.59117 9.128 0.032
3601.62888 9.044 0.038
3601.63241 9.017 0.039
3603.637 9.039 0.035
3603.637 9.425 0.035
3603.64032 9.043 0.036
3606.63587 9.066 0.034
3606.63932 9.057 0.035
3616.49101 9.029 0.037
3616.49436 9.023 0.037
3618.58893 9.365 0.04
3618.58893 9.029 0.04
3618.58893 9.032 0.04
3620.59516 9.048 0.037
3620.59516 9.092 0.037
3620.59862 9.026 0.039
3626.5063 9.049 0.03
3626.50981 9.036 0.033
3629.59103 9.036 0.039
3629.59434 9.048 0.039
3629.59434 9.065 0.039
3631.58868 9.033 0.04
3631.59199 9.033 0.04
3634.50002 9.036 0.041
3641.53438 9.038 0.038
3642.49742 9.031 0.033
3653.49476 9.032 0.034
3656.527 9.037 0.039
3656.527 9.167 0.039
3662.49612 9.046 0.048
3755.87307 9.42 0.046
3755.87307 9.204 0.046
3758.872 9.055 0.048
3770.87618 9.022 0.05
3773.8839 9.029 0.046
3773.8839 9.117 0.046
3774.85885 9.041 0.047
3776.8025 9.042 0.04
3776.8025 9.045 0.04
3776.80571 9.057 0.04
3776.80571 9.074 0.04
3776.80824 9.026 0.041
3776.80824 9.021 0.041
3776.81076 9.221 0.04
3776.81076 9.054 0.04
3776.81332 9.028 0.044
3776.81332 9.104 0.044
3776.81578 9.058 0.041
3790.84665 9.033 0.038
3791.85403 9.025 0.047
3794.84484 9.041 0.04
3794.84484 9.408 0.04
3795.85428 9.043 0.038
3799.84513 9.122 0.044
3799.84513 9.02 0.044
3799.84513 9.112 0.044
3802.82711 9.02 0.044
3803.85147 9.168 0.052
3806.86415 9.023 0.045
3809.82748 9.05 0.044
3812.83639 9.263 0.045
3812.83639 9.045 0.045
3817.89413 9.043 0.039
3821.84591 9.037 0.043
3823.81283 9.203 0.048
3823.81283 9.088 0.048
3823.81283 9.028 0.048
3824.83911 9.018 0.047
3826.81159 9.197 0.043
3826.81159 9.054 0.043
3827.83172 9.026 0.042
3829.80532 9.041 0.039
3830.83693 9.017 0.045
